Entity;Code;Date;Total confirmed deaths due to COVID-19 (deaths);deaths/day;;;
Afghanistan;AFG;31-Dec-19;0;;;;
Afghanistan;AFG;01-Jan-20;0;;;;
Afghanistan;AFG;02-Jan-20;0;;;;
Afghanistan;AFG;03-Jan-20;0;;;;
Afghanistan;AFG;04-Jan-20;0;;;;
Afghanistan;AFG;05-Jan-20;0;;;;
Afghanistan;AFG;06-Jan-20;0;;;;
Afghanistan;AFG;07-Jan-20;0;;;;
Afghanistan;AFG;08-Jan-20;0;;;;
Afghanistan;AFG;09-Jan-20;0;;;;
Afghanistan;AFG;10-Jan-20;0;;;;
Afghanistan;AFG;11-Jan-20;0;;;;
Afghanistan;AFG;12-Jan-20;0;;;;
Afghanistan;AFG;13-Jan-20;0;;;;
Afghanistan;AFG;14-Jan-20;0;;;;
Afghanistan;AFG;15-Jan-20;0;;;;
Afghanistan;AFG;16-Jan-20;0;;;;
Afghanistan;AFG;17-Jan-20;0;;;;
Afghanistan;AFG;18-Jan-20;0;;;;
Afghanistan;AFG;19-Jan-20;0;;;;
Afghanistan;AFG;20-Jan-20;0;;;;
Afghanistan;AFG;21-Jan-20;0;;;;
Afghanistan;AFG;22-Jan-20;0;;;;
Afghanistan;AFG;23-Jan-20;0;;;;
Afghanistan;AFG;24-Jan-20;0;;;;
Afghanistan;AFG;25-Jan-20;0;;;;
Afghanistan;AFG;26-Jan-20;0;;;;
Afghanistan;AFG;27-Jan-20;0;;;;
Afghanistan;AFG;28-Jan-20;0;;;;
Afghanistan;AFG;29-Jan-20;0;;;;
Afghanistan;AFG;30-Jan-20;0;;;;
Afghanistan;AFG;31-Jan-20;0;;;;
Afghanistan;AFG;01-Feb-20;0;;;;
Afghanistan;AFG;02-Feb-20;0;;;;
Afghanistan;AFG;03-Feb-20;0;;;;
Afghanistan;AFG;04-Feb-20;0;;;;
Afghanistan;AFG;05-Feb-20;0;;;;
Afghanistan;AFG;06-Feb-20;0;;;;
Afghanistan;AFG;07-Feb-20;0;;;;
Afghanistan;AFG;08-Feb-20;0;;;;
Afghanistan;AFG;09-Feb-20;0;;;;
Afghanistan;AFG;10-Feb-20;0;;;;
Afghanistan;AFG;11-Feb-20;0;;;;
Afghanistan;AFG;12-Feb-20;0;;;;
Afghanistan;AFG;13-Feb-20;0;;;;
Afghanistan;AFG;14-Feb-20;0;;;;
Afghanistan;AFG;15-Feb-20;0;;;;
Afghanistan;AFG;16-Feb-20;0;;;;
Afghanistan;AFG;17-Feb-20;0;;;;
Afghanistan;AFG;18-Feb-20;0;;;;
Afghanistan;AFG;19-Feb-20;0;;;;
Afghanistan;AFG;20-Feb-20;0;;;;
Afghanistan;AFG;21-Feb-20;0;;;;
Afghanistan;AFG;22-Feb-20;0;;;;
Afghanistan;AFG;23-Feb-20;0;;;;
Afghanistan;AFG;24-Feb-20;0;;;;
Afghanistan;AFG;25-Feb-20;0;;;;
Afghanistan;AFG;26-Feb-20;0;;;;
Afghanistan;AFG;27-Feb-20;0;;;;
Afghanistan;AFG;28-Feb-20;0;;;;
Afghanistan;AFG;29-Feb-20;0;;;;
Afghanistan;AFG;01-Mar-20;0;;;;
Afghanistan;AFG;02-Mar-20;0;;;;
Afghanistan;AFG;08-Mar-20;0;;;;
Afghanistan;AFG;11-Mar-20;0;;;;
Afghanistan;AFG;15-Mar-20;0;;;;
Afghanistan;AFG;16-Mar-20;0;;;;
Afghanistan;AFG;17-Mar-20;0;;;;
Afghanistan;AFG;18-Mar-20;0;;;;
Afghanistan;AFG;19-Mar-20;0;;;;
Afghanistan;AFG;20-Mar-20;0;;;;
Afghanistan;AFG;21-Mar-20;0;;;;
Afghanistan;AFG;22-Mar-20;0;;;;
Afghanistan;AFG;23-Mar-20;0;;;;
Afghanistan;AFG;24-Mar-20;1;;;;
Afghanistan;AFG;25-Mar-20;1;;;;
